CASE_NUM,CRIME_DESC,CHARGE_CODE,CHARGE_DESC,CRIME_PART,ADDRESS,CITY,DATE,CATEGORY,POINT_X,POINT_Y
200037201,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,300 BLOCK BRIARWOOD CIR,ANN ARBOR,2020-11-07 17:03:00,LARCENY - RETAIL FRAUD,-83.74734699999999,42.23883999900005
210002841,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,700 BLOCK VICTORS WAY,ANN ARBOR,2021-01-31 13:43:30,ASSAULT - AGGRAVATED,-83.73753999999997,42.24027300000006
210007028,BURGLARY/BREAKING & ENTERING,2204,B&E - BURGLARY - NO FORCED ENTRY - RESIDENCE- HOME INVASION,A,2200 BLOCK S HURON PKWY,ANN ARBOR,2021-03-12 13:38:00,BURGLARY - RESIDENTIAL,-83.69999280099995,42.25257480000005
210004083,DRIVING UNDER THE INFLUENCE,8041,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI,B,RIDGEMOR DR & W LIBERTY ST,ANN ARBOR,2021-02-12 22:22:00,OUI OF LIQUOR / DRUGS,-83.76645099899997,42.27630319900004
210007051,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,3600 BLOCK GREEN BRIER BLVD,ANN ARBOR,2021-03-12 15:59:00,FRAUD,-83.69005099999998,42.29881050000006
210005283,DRIVING UNDER THE INFLUENCE,8041,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI,B,PACKARD ST & MCKINLEY AVE,ANN ARBOR,2021-02-24 20:04:00,OUI OF LIQUOR / DRUGS,-83.73752200099995,42.26801640100007
210006970,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,2700 BLOCK PLYMOUTH RD,ANN ARBOR,2021-03-11 22:34:00,TRESPASSING / INVASION OF PRIVACY,-83.70678599899998,42.303795500000035
210000364,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,500 BLOCK N MAPLE RD,ANN ARBOR,2020-12-01 12:00:00,LARCENY - FROM AUTO (LFA),-83.78111069999994,42.28624730000007
210006688,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,600 BLOCK W HURON ST,ANN ARBOR,2021-03-04 17:30:00,LARCENY - FROM AUTO (LFA),-83.75506259899998,42.28199340000003
211000119,BURGLARY/BREAKING & ENTERING,2205,B&E - BURGLARY - NO FORCED ENTRY - NON-RESIDENCE,A,100 BLOCK N THAYER STREET,ANN ARBOR,2021-03-11 12:00:00,BURGLARY - ALL OTHER,-83.73944099999994,42.28173590000006
210007004,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,100 BLOCK S FOURTH AVE,ANN ARBOR,2021-03-10 09:23:00,FRAUD,-83.74716969999997,42.28085710000005
210006896,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,2000 BLOCK PAULINE BLVD,ANN ARBOR,2021-03-10 23:00:00,MOTOR VEHICLE THEFT / FRAUD,-83.77533830099998,42.26776550000005
210006976,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,700 BLOCK ARCH ST,ANN ARBOR,2021-03-11 23:13:00,DAMAGE TO PROPERTY,-83.73987669899998,42.26927409900003
210007043,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1300 BLOCK N MAPLE RD,ANN ARBOR,2021-03-12 15:04:00,LARCENY - ALL OTHER,-83.78003250099994,42.29485580000005
210007195,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,600 BLOCK CHURCH ST,ANN ARBOR,2021-03-13 20:17:00,ASSAULT - SIMPLE,-83.73497990099997,42.27430040000007
210006147,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,3100 BLOCK CREEK DR,ANN ARBOR,2021-03-03 15:30:00,FRAUD,-83.69759789899996,42.243340499000055
210006363,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,300 BLOCK BRIARWOOD CIR,ANN ARBOR,2021-03-06 13:41:00,LARCENY - RETAIL FRAUD,-83.74734699999999,42.23883999900005
210007083,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3000 BLOCK FULLER RD,ANN ARBOR,2021-03-12 15:30:00,LARCENY - FROM AUTO (LFA),-83.72840829999996,42.287512700000036
210007085,AGGRAVATED ASSAULT,1304,AGG/FEL ASSAULT - NON-FAMILY - GUN,A,2300 BLOCK W STADIUM BLVD,ANN ARBOR,2021-03-12 21:15:00,ASSAULT - AGGRAVATED,-83.77779309899995,42.27663179900003
210007085,WEAPON LAW VIOLATIONS,5295,CONCEALED WEAPONS - FIREARM IN AUTO (CCW),A,2300 BLOCK W STADIUM BLVD,ANN ARBOR,2021-03-12 21:15:00,WEAPONS OFFENSE,-83.77779309899995,42.27663179900003
210005666,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,3600 BLOCK PLYMOUTH RD,ANN ARBOR,2021-02-28 02:15:00,MOTOR VEHICLE THEFT / FRAUD,-83.69088719999996,42.305555499000036
210007281,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3500 BLOCK S STATE ST,ANN ARBOR,2021-03-13 22:00:00,LARCENY - FROM AUTO (LFA),-83.73659839899994,42.238971701000025
200017258,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,3200 BLOCK BOARDWALK DR,ANN ARBOR,2020-05-31 04:50:30,FRAUD,-83.73223570099998,42.24135090000004
211000121,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,1100 BLOCK S UNIVERSITY AVE,ANN ARBOR,2021-03-11 23:30:00,LARCENY - ALL OTHER,-83.73481389999995,42.27475160000006
210007385,BURGLARY/BREAKING & ENTERING,2204,B&E - BURGLARY - NO FORCED ENTRY - RESIDENCE- HOME INVASION,A,800 BLOCK HENRY ST,ANN ARBOR,2021-02-27 22:30:00,BURGLARY - RESIDENTIAL,-83.73854879899994,42.26168189900005
210007355,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,2900 BLOCK CASCADE DR,ANN ARBOR,2021-03-11 00:00:00,FRAUD,-83.70105349899995,42.245403500000066
210007230,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1500 BLOCK MARIAN AVE,ANN ARBOR,2021-03-14 01:10:00,ASSAULT - SIMPLE,-83.76242609899998,42.26215840000003
210007343,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,700 BLOCK MILLER AVE,ANN ARBOR,2021-03-13 10:00:00,LARCENY - ALL OTHER,-83.75680509999995,42.284926400000074
210006787,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,300 BLOCK COLUMBUS DR,ANN ARBOR,2021-03-10 12:33:00,ASSAULT - SIMPLE,-83.79497149999997,42.288058600000056
210007095,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,KENWOOD AVE & JACKSON AVE,ANN ARBOR,2021-03-12 22:08:00,OBSTRUCTING JUSTICE,-83.76668200099994,42.28183100000007
211000123,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,2200 BLOCK DEVON CIR,ANN ARBOR,2021-03-11 14:35:00,LARCENY - ALL OTHER,-83.71543239999994,42.30320009900004
211000122,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,200 BLOCK N INGALLS ST,ANN ARBOR,2021-03-07 12:00:00,LARCENY - ALL OTHER,-83.73866379999998,42.28239640100003
210005923,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,2600 BLOCK ARROWWOOD TRAIL,ANN ARBOR,2021-03-02 04:30:00,DAMAGE TO PROPERTY,-83.72894139899995,42.30888450000003
210007041,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,200 BLOCK CHAPIN ST,ANN ARBOR,2021-03-12 14:17:30,ASSAULT - AGGRAVATED,-83.75636069999996,42.28349700000007
200040700,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,1600 BLOCK MORTON AVE,ANN ARBOR,2020-12-15 10:31:00,FRAUD,-83.72674159999997,42.26293570100006
200033603,ROBBERY,1207,ROBBERY - RESIDENCE - GUN,A,3300 BLOCK MCCOMB ST,ANN ARBOR,2020-10-08 04:37:00,ROBBERY,-83.70523800099994,42.24022910100007
200033603,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,3300 BLOCK MCCOMB ST,ANN ARBOR,2020-10-08 04:37:00,BURGLARY - RESIDENTIAL,-83.70523800099994,42.24022910100007
200041097,SHOPLIFTING,3073,RETAIL FRAUD THEFT 1ST DEGREE,A,300 BLOCK BRIARWOOD CIR,ANN ARBOR,2020-12-19 13:12:30,LARCENY - RETAIL FRAUD,-83.74734699999999,42.23883999900005
200037548,DRUG/NARCOTIC VIOLATIONS,3592,CRACK -POSSESS,A,600 BLOCK N MAPLE RD,ANN ARBOR,2020-11-10 16:08:00,DRUG OFFENSES,-83.78082849999998,42.28718090000007
200037548,ALL OTHER,4801,RESISTING OFFICER,B,600 BLOCK N MAPLE RD,ANN ARBOR,2020-11-10 16:08:00,OBSTRUCTING POLICE,-83.78082849999998,42.28718090000007
200037548,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,600 BLOCK N MAPLE RD,ANN ARBOR,2020-11-10 16:08:00,OBSTRUCTING JUSTICE,-83.78082849999998,42.28718090000007
210007446,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,3900 BLOCK S STATE ST,ANN ARBOR,2021-03-16 06:25:00,ASSAULT - AGGRAVATED,-83.73806969999998,42.22965960100004
210007468,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1700 BLOCK BROADWAY ST,ANN ARBOR,2021-03-15 10:30:00,LARCENY - ALL OTHER,-83.72107579899995,42.29513140100005
210006156,INTIMIDATION,1316,INTIMIDATION (ALSO INCLUDES INTERFERING WITH 911 CALL),A,200 BLOCK BRIARWOOD CIR,ANN ARBOR,2021-02-25 02:00:00,INTIMIDATION / STALKING,-83.74757489899997,42.24036790100007
210007453,FAMILY OFFENSE NONVIOLENT,3802,CRUELTY TOWARD CHILD/NONVIOLENT,B,1900 BLOCK DEXTER AVE,ANN ARBOR,2021-03-16 09:23:00,FAMILY OFFENSE,-83.77167579899998,42.28299290100006
210002701,AGGRAVATED ASSAULT,1397,ASSAULT W/INTENT TO MURDER,A,1800 BLOCK CRESTLAND DR,ANN ARBOR,2021-01-30 03:49:00,ASSAULT - AGGRAVATED,-83.72288149999997,42.25543429900006
211000117,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2999,DAMAGE TO PROPERTY - MDOP (OTHER),A,GREENVIEW AND SCIO CHURCH,ANN ARBOR,2021-02-28 23:00:00,DAMAGE TO PROPERTY,-83.76368279899998,42.25664049900007
210004914,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1700 BLOCK HILL ST,ANN ARBOR,2021-02-21 02:30:00,ASSAULT - SIMPLE,-83.72673399999996,42.273310399000025
211000125,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,300 BLOCK THOMPSON ST,ANN ARBOR,2021-02-17 12:00:00,LARCENY - ALL OTHER,-83.74344529999996,42.27806140000007
210006484,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2677,"DEFRAUDING HOTELS, RESTAURANTS, INNKEEPER, ETC",A,400 BLOCK BRIARWOOD CIR,ANN ARBOR,2021-03-07 18:20:00,FRAUD,-83.74314169999997,42.24196710000007
210007581,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,PACKARD RD & PITTSVIEW DR,ANN ARBOR,2021-03-17 10:32:00,LARCENY - ALL OTHER,-83.69156439999995,42.24520670000004
210007612,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2400 BLOCK DEVONSHIRE RD,ANN ARBOR,2021-03-17 14:52:00,FRAUD,-83.71177319999998,42.27022900000003
210007450,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,300 BLOCK W HURON ST,ANN ARBOR,2021-03-15 18:00:00,ASSAULT - SIMPLE,-83.75166069999995,42.28180800000007
210007565,ALL OTHER,4877,FLEEING OR ELUDING POLICE (PENAL CODE),B,MAIN & STADIUM,ANN ARBOR,2021-03-17 08:00:00,OBSTRUCTING POLICE,-83.75019129999998,42.26420949900006
210003829,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,3071,RETAIL FRAUD MISREPRESENTATION 1ST DEGREE,A,2400 BLOCK W STADIUM BLVD,ANN ARBOR,2020-10-20 19:05:00,LARCENY - RETAIL FRAUD,-83.77981800099997,42.27878560000005
210007391,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,1900 BLOCK S INDUSTRIAL HWY,ANN ARBOR,2021-03-15 14:51:00,LARCENY - RETAIL FRAUD,-83.73771879999998,42.257953100000066
210005238,AGGRAVATED ASSAULT,1302,AGG/FEL ASSAULT - FAMILY - OTHER WEAPON-DOMESTIC,A,3600 BLOCK WEEBURN,ANN ARBOR,2021-02-24 12:14:00,ASSAULT - AGGRAVATED,-83.68715349899998,42.239445999000054
210007485,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,E HURON ST AND N FOURTH AVE,ANN ARBOR,2021-03-13 16:45:00,ASSAULT - SIMPLE,-83.74726099999998,42.28137430000004
210006955,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,700 BLOCK PACKARD,ANN ARBOR,2021-03-11 19:38:00,LARCENY - FROM AUTO (LFA),-83.74034909999995,42.27039670000005
211000127,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,300 BLOCK THOMPSON ST,ANN ARBOR,2021-02-15 15:59:30,LARCENY - ALL OTHER,-83.74344529999996,42.27806140000007
210006821,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,300 BLOCK S FIFTH AVE,ANN ARBOR,2021-03-10 17:17:00,ASSAULT - SIMPLE,-83.74639409899999,42.27832870100008
210007386,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,300 BLOCK N MAPLE RD,ANN ARBOR,2021-03-15 14:00:00,LARCENY - RETAIL FRAUD,-83.78298479899996,42.28480090100004
210007006,INTIMIDATION,1380,"TELEPHONE USED FOR HARASSMENT, THREATS",A,3800 BLOCK PACKARD RD,ANN ARBOR,2021-03-11 14:00:00,INTIMIDATION / STALKING,-83.68441739999997,42.243943399000045
200041291,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,300 BLOCK S STATE ST,ANN ARBOR,2020-12-21 19:09:00,LARCENY - RETAIL FRAUD,-83.74103860099996,42.27816020000006
200039784,AGGRAVATED ASSAULT,1302,AGG/FEL ASSAULT - FAMILY - OTHER WEAPON-DOMESTIC,A,400 BLOCK S FIRST ST,ANN ARBOR,2020-12-04 13:45:00,ASSAULT - AGGRAVATED,-83.75141170099994,42.27711500100003
200040067,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,100 BLOCK PACKARD ST,ANN ARBOR,2020-12-08 09:49:00,ASSAULT - SIMPLE,-83.74850740099998,42.276189499000054
200030821,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2900 BLOCK JACKSON AVE,ANN ARBOR,2020-09-16 07:25:00,ASSAULT - SIMPLE,-83.78820160099997,42.28383190000005
200040443,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3100 BLOCK HOMESTEAD COMMONS DR,ANN ARBOR,2020-10-06 21:30:00,ASSAULT - SIMPLE,-83.71555489999997,42.241850500000055
200040443,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,3100 BLOCK HOMESTEAD COMMONS DR,ANN ARBOR,2020-10-06 21:30:00,DAMAGE TO PROPERTY,-83.71555489999997,42.241850500000055
210006775,FORCIBLE FONDLING,1178,CSC 4TH DEGREE -FORCIBLE CONTACT,A,1500 BLOCK PINE VALLEY BLVD,ANN ARBOR,2021-03-10 09:55:00,SEX OFFENSES - CSC,-83.72483219999998,42.25174350000003
210007592,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,700 BLOCK WAYMARKET DR,ANN ARBOR,2021-03-17 07:35:30,ASSAULT - SIMPLE,-83.75780069999996,42.24385100000006
210007693,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,600 BLOCK CHURCH ST,ANN ARBOR,2021-03-18 02:14:00,ASSAULT - SIMPLE,-83.73427439999995,42.27445360100006
210006107,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2100 BLOCK FOSS CT,ANN ARBOR,2021-03-04 07:30:00,ASSAULT - SIMPLE,-83.77635669899996,42.29946240000004
210007740,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2600 BLOCK GLADSTONE AVE,ANN ARBOR,2021-03-18 15:39:00,FRAUD,-83.71796260099995,42.25042569900006
210006716,ALL OTHER,5309,HARASSING COMMUNICATIONS,B,400 BLOCK WAYMARKET DR,ANN ARBOR,2021-03-09 18:49:00,PUBLIC PEACE,-83.75499100099995,42.24210160000007
210007606,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,1800 BLOCK REGINA DR,ANN ARBOR,2021-03-17 14:10:00,FRAUD,-83.76798439999999,42.232754700000044
210007758,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,1000 BLOCK E ANN ST,ANN ARBOR,2021-03-18 17:00:00,LARCENY - ALL OTHER,-83.73639089899996,42.28243220000007
210007545,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,2700 BLOCK WINDWOOD DR,ANN ARBOR,2021-03-16 20:30:00,MOTOR VEHICLE THEFT / FRAUD,-83.70466899999997,42.318918901000075
210005282,FORCIBLE RAPE,1171,CSC IST DEGREE -PENETRATION PENIS/VAGINA,A,1500 BLOCK CRESTLAND DR,ANN ARBOR,2021-02-24 19:42:00,SEX OFFENSES - CSC,-83.72510209899997,42.25626570000003
210003170,AGGRAVATED ASSAULT,1302,AGG/FEL ASSAULT - FAMILY - OTHER WEAPON-DOMESTIC,A,1100 BLOCK NORMAN PL,ANN ARBOR,2021-02-04 00:03:00,ASSAULT - AGGRAVATED,-83.76953069999996,42.267211100000054
210003176,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,1100 BLOCK NORMAN PL,ANN ARBOR,2021-02-01 20:00:00,ASSAULT - AGGRAVATED,-83.76953069999996,42.267211100000054
200037435,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,100 BLOCK BRIARWOOD CIR,ANN ARBOR,2020-10-28 12:00:00,LARCENY - ALL OTHER,-83.74757489899997,42.24036790100007
200041280,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,300 BLOCK W HURON ST,ANN ARBOR,2020-12-21 17:00:00,ASSAULT - AGGRAVATED,-83.75165609899994,42.281772500000045
200022954,DRIVING UNDER THE INFLUENCE,8041,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI,B,HILL ST & E UNIVERSITY AVE,ANN ARBOR,2020-07-20 04:34:30,OUI OF LIQUOR / DRUGS,-83.73575600099997,42.272059100000035
200034120,ALL OTHER,3699,SEX OFFENSE (OTHER),B,300 BLOCK N DIVISION ST,ANN ARBOR,2020-10-12 06:15:00,SEX OFFENSES - OTHER,-83.74468829999995,42.279282300000034
210007090,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2700 BLOCK PLYMOUTH RD,ANN ARBOR,2021-03-12 21:47:00,ASSAULT - SIMPLE,-83.70678599899998,42.303795500000035
210007585,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,700 BLOCK E EISENHOWER PKWY,ANN ARBOR,2021-03-17 11:05:00,FRAUD,-83.73726869999996,42.24465570000007
210006022,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,200 BLOCK S STATE ST,ANN ARBOR,2021-03-03 13:18:00,LARCENY - ALL OTHER,-83.74103859899998,42.27954099900006
210007834,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3100 BLOCK PROFESSIONAL DR,ANN ARBOR,2021-03-17 11:45:00,ASSAULT - SIMPLE,-83.69907200099999,42.255183499000054
210007719,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,100 BLOCK BRIARWOOD CIR,ANN ARBOR,2021-03-18 12:02:00,LARCENY - ALL OTHER,-83.74757489899997,42.24036790100007
211000118,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,300 BLOCK THOMPSON ST,ANN ARBOR,2021-03-10 15:56:00,LARCENY - ALL OTHER,-83.74344529999996,42.27806140000007
210007542,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,E LIBERTY ST & MAYNARD ST,ANN ARBOR,2021-03-16 13:50:30,LARCENY - ALL OTHER,-83.74201869899997,42.27937040100005
210007539,ALL OTHER,4801,RESISTING OFFICER,B,S MAIN ST & E LIBERTY ST,ANN ARBOR,2021-03-16 20:15:00,OBSTRUCTING POLICE,-83.74860499999994,42.279578300000026
210007539,WEAPON LAW VIOLATIONS,5299,WEAPONS OFFENSE (OTHER),A,S MAIN ST & E LIBERTY ST,ANN ARBOR,2021-03-16 20:15:00,WEAPONS OFFENSE,-83.74860499999994,42.279578300000026
210007110,FAMILY OFFENSE NONVIOLENT,3806,NEGLECT CHILD,B,1900 BLOCK DEXTER AVE,ANN ARBOR,2021-03-07 13:30:00,FAMILY OFFENSE,-83.77167579899998,42.28299290100006
210007842,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,800 BLOCK TAPPAN ST,ANN ARBOR,2021-03-18 14:00:00,FRAUD,-83.73657759999998,42.27103120000004
210007839,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,3400 BLOCK GEDDES RD,ANN ARBOR,2021-03-19 13:19:00,FRAUD,-83.69128579899996,42.27702500100003
210005688,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,200 BLOCK S STATE ST,ANN ARBOR,2021-02-28 16:00:00,LARCENY - ALL OTHER,-83.74103859899998,42.27954099900006
210007788,ALL OTHER,7380,NUISANCES ORD - NOISE / PROHIBITED HOURS / AREA,B,1000 BLOCK HILL ST,ANN ARBOR,2021-03-18 23:59:00,OTHER - ORDINANCE VIOLATIONS,-83.73649459899997,42.271793900000034
210007534,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,E LIBERTY ST & MAYNARD ST,ANN ARBOR,2021-03-16 19:35:00,ASSAULT - SIMPLE,-83.74202089999994,42.27937140000006
211000124,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,300 BLOCK THOMPSON ST,ANN ARBOR,2021-02-25 12:00:00,LARCENY - ALL OTHER,-83.74344529999996,42.27806140000007
210007844,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,2300 BLOCK YORKSHIRE RD,ANN ARBOR,2021-03-19 14:08:00,FRAUD,-83.71200540099994,42.254224400000055
210007877,ALL OTHER,7380,NUISANCES ORD - NOISE / PROHIBITED HOURS / AREA,B,800 BLOCK E UNIVERSITY AVE,ANN ARBOR,2021-03-19 17:46:00,OTHER - ORDINANCE VIOLATIONS,-83.73595560099994,42.270920200000035
210007803,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,700 BLOCK HENRY ST,ANN ARBOR,2021-03-19 06:24:00,ASSAULT - SIMPLE,-83.73992709999999,42.26156230000004
210007949,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,100 BLOCK E LIBERTY ST,ANN ARBOR,2021-03-16 17:59:30,FRAUD,-83.74815369999999,42.27945549900005
210008000,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,500 BLOCK E ANN ST,ANN ARBOR,2021-03-20 15:48:00,LARCENY - FROM AUTO (LFA),-83.74263619899995,42.28210210100008
210007920,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,800 BLOCK VICTORS WAY,ANN ARBOR,2021-03-19 15:30:00,LARCENY - ALL OTHER,-83.73622489999997,42.23852910000005
210007957,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,2200 BLOCK PRAIRIE ST,ANN ARBOR,2021-03-20 10:37:00,FRAUD,-83.70270529899994,42.30560620000006
210008051,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,PAULINE BLVD & HUTCHINS AVE,ANN ARBOR,2021-03-20 23:06:00,PUBLIC PEACE,-83.75704539899994,42.26840490100005
210008100,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,600 BLOCK HIDDEN VALLEY CLUB DR,ANN ARBOR,2021-03-08 12:00:00,FRAUD,-83.74168229999998,42.24678840000007
210008064,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,1100 BLOCK NORMAN PL,ANN ARBOR,2021-03-21 00:17:00,TRESPASSING / INVASION OF PRIVACY,-83.76921760099998,42.26750620100006
210008074,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,46500 BLOCK CONTINENTAL DR,ANN ARBOR,2021-03-21 01:33:00,OBSTRUCTING JUSTICE,-82.83519959999995,42.642720100000076
